"","dataset_id","sub_site","site","region","year","month","day","reported_taxa","abundance","unit","X","country","latitude","longitude"
"393",68,NA,1174,"Manitoba",1998,NA,NA,"Ursus maritimus",140,"Relative abundance",162,"Canada",54.83333333,-82.2
"394",68,NA,1174,"Manitoba",1999,NA,NA,"Ursus maritimus",133,"Relative abundance",162,"Canada",54.83333333,-82.2
"395",68,NA,1175,"Ontario",1963,NA,NA,"Ursus maritimus",47,"Relative abundance",163,"Canada",54.83333333,-82.2
"396",68,NA,1175,"Ontario",1964,NA,NA,"Ursus maritimus",25,"Relative abundance",163,"Canada",54.83333333,-82.2
"397",68,NA,1175,"Ontario",1965,NA,NA,"Ursus maritimus",43,"Relative abundance",163,"Canada",54.83333333,-82.2
"398",68,NA,1175,"Ontario",1966,NA,NA,"Ursus maritimus",40,"Relative abundance",163,"Canada",54.83333333,-82.2
"399",68,NA,1175,"Ontario",1967,NA,NA,"Ursus maritimus",150,"Relative abundance",163,"Canada",54.83333333,-82.2
"400",68,NA,1175,"Ontario",1968,NA,NA,"Ursus maritimus",91,"Relative abundance",163,"Canada",54.83333333,-82.2
"401",68,NA,1175,"Ontario",1969,NA,NA,"Ursus maritimus",65,"Relative abundance",163,"Canada",54.83333333,-82.2
"402",68,NA,1175,"Ontario",1970,NA,NA,"Ursus maritimus",122,"Relative abundance",163,"Canada",54.83333333,-82.2
"403",68,NA,1175,"Ontario",1971,NA,NA,"Ursus maritimus",73,"Relative abundance",163,"Canada",54.83333333,-82.2
"404",68,NA,1175,"Ontario",1972,NA,NA,"Ursus maritimus",114,"Relative abundance",163,"Canada",54.83333333,-82.2
"405",68,NA,1175,"Ontario",1973,NA,NA,"Ursus maritimus",71,"Relative abundance",163,"Canada",54.83333333,-82.2
"406",68,NA,1175,"Ontario",1974,NA,NA,"Ursus maritimus",63,"Relative abundance",163,"Canada",54.83333333,-82.2
"407",68,NA,1175,"Ontario",1975,NA,NA,"Ursus maritimus",117,"Relative abundance",163,"Canada",54.83333333,-82.2
"408",68,NA,1175,"Ontario",1976,NA,NA,"Ursus maritimus",66,"Relative abundance",163,"Canada",54.83333333,-82.2
"409",68,NA,1175,"Ontario",1977,NA,NA,"Ursus maritimus",123,"Relative abundance",163,"Canada",54.83333333,-82.2
"410",68,NA,1175,"Ontario",1978,NA,NA,"Ursus maritimus",121,"Relative abundance",163,"Canada",54.83333333,-82.2
"411",68,NA,1175,"Ontario",1979,NA,NA,"Ursus maritimus",158,"Relative abundance",163,"Canada",54.83333333,-82.2
"412",68,NA,1175,"Ontario",1980,NA,NA,"Ursus maritimus",173,"Relative abundance",163,"Canada",54.83333333,-82.2
"413",68,NA,1175,"Ontario",1981,NA,NA,"Ursus maritimus",183,"Relative abundance",163,"Canada",54.83333333,-82.2
"414",68,NA,1175,"Ontario",1982,NA,NA,"Ursus maritimus",136,"Relative abundance",163,"Canada",54.83333333,-82.2
"415",68,NA,1175,"Ontario",1983,NA,NA,"Ursus maritimus",149,"Relative abundance",163,"Canada",54.83333333,-82.2
"416",68,NA,1175,"Ontario",1984,NA,NA,"Ursus maritimus",134,"Relative abundance",163,"Canada",54.83333333,-82.2
"417",68,NA,1175,"Ontario",1985,NA,NA,"Ursus maritimus",116,"Relative abundance",163,"Canada",54.83333333,-82.2
"418",68,NA,1175,"Ontario",1986,NA,NA,"Ursus maritimus",101,"Relative abundance",163,"Canada",54.83333333,-82.2
"419",68,NA,1175,"Ontario",1987,NA,NA,"Ursus maritimus",94,"Relative abundance",163,"Canada",54.83333333,-82.2
"420",68,NA,1175,"Ontario",1988,NA,NA,"Ursus maritimus",143,"Relative abundance",163,"Canada",54.83333333,-82.2
"421",68,NA,1175,"Ontario",1989,NA,NA,"Ursus maritimus",161,"Relative abundance",163,"Canada",54.83333333,-82.2
"422",68,NA,1175,"Ontario",1990,NA,NA,"Ursus maritimus",236,"Relative abundance",163,"Canada",54.83333333,-82.2
"423",68,NA,1175,"Ontario",1991,NA,NA,"Ursus maritimus",159,"Relative abundance",163,"Canada",54.83333333,-82.2
"424",68,NA,1175,"Ontario",1992,NA,NA,"Ursus maritimus",111,"Relative abundance",163,"Canada",54.83333333,-82.2
"425",68,NA,1175,"Ontario",1993,NA,NA,"Ursus maritimus",157,"Relative abundance",163,"Canada",54.83333333,-82.2
"426",68,NA,1175,"Ontario",1994,NA,NA,"Ursus maritimus",254,"Relative abundance",163,"Canada",54.83333333,-82.2
"427",68,NA,1175,"Ontario",1995,NA,NA,"Ursus maritimus",240,"Relative abundance",163,"Canada",54.83333333,-82.2
"428",68,NA,1175,"Ontario",1996,NA,NA,"Ursus maritimus",201,"Relative abundance",163,"Canada",54.83333333,-82.2
"429",68,NA,1254,"New Mexico",1941,NA,NA,"Canis latrans",100,"Relative abundance",219,"United States",36.0652997,-94.1473269
"430",68,NA,1254,"New Mexico",1960,NA,NA,"Canis latrans",110,"Relative abundance",219,"United States",36.0652997,-94.1473269
"431",68,NA,1255,"Colorado",1940,NA,NA,"Canis latrans",100,"Relative abundance",220,"United States",39.6796152,-104.9376995
"432",68,NA,1255,"Colorado",1951,NA,NA,"Canis latrans",45,"Relative abundance",220,"United States",39.6796152,-104.9376995
"433",68,NA,1255,"Colorado",1960,NA,NA,"Canis latrans",99,"Relative abundance",220,"United States",39.6796152,-104.9376995
"434",68,NA,1256,"Wyoming",1940,NA,NA,"Canis latrans",100,"Relative abundance",221,"United States",39.1181681,-75.5588139
"435",68,NA,1256,"Wyoming",1951,NA,NA,"Canis latrans",19,"Relative abundance",221,"United States",39.1181681,-75.5588139
"436",68,NA,1256,"Wyoming",1960,NA,NA,"Canis latrans",8,"Relative abundance",221,"United States",39.1181681,-75.5588139
"437",68,NA,1260,"Vitebsk region",1985,NA,NA,"Lynx lynx",0.11,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"438",68,NA,1260,"Vitebsk region",1986,NA,NA,"Lynx lynx",0.085,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"439",68,NA,1260,"Vitebsk region",1987,NA,NA,"Lynx lynx",0.068,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"440",68,NA,1260,"Vitebsk region",1988,NA,NA,"Lynx lynx",0.105,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"441",68,NA,1260,"Vitebsk region",1989,NA,NA,"Lynx lynx",0.07,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"442",68,NA,1260,"Vitebsk region",1990,NA,NA,"Lynx lynx",0.115,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"443",68,NA,1260,"Vitebsk region",1991,NA,NA,"Lynx lynx",0.8,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"444",68,NA,1260,"Vitebsk region",1992,NA,NA,"Lynx lynx",0.95,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"445",68,NA,1260,"Vitebsk region",1993,NA,NA,"Lynx lynx",0.14,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"446",68,NA,1260,"Vitebsk region",1994,NA,NA,"Lynx lynx",0.19,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"447",68,NA,1260,"Vitebsk region",1995,NA,NA,"Lynx lynx",0.12,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"448",68,NA,1260,"Vitebsk region",1996,NA,NA,"Lynx lynx",0.187,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"449",68,NA,1260,"Vitebsk region",1997,NA,NA,"Lynx lynx",0.223,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"450",68,NA,1260,"Vitebsk region",1998,NA,NA,"Lynx lynx",0.25,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"451",68,NA,1260,"Vitebsk region",1999,NA,NA,"Lynx lynx",0.28,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"452",68,NA,1260,"Vitebsk region",2000,NA,NA,"Lynx lynx",0.23,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"453",68,NA,1260,"Vitebsk region",2001,NA,NA,"Lynx lynx",0.31,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"454",68,NA,1260,"Vitebsk region",2002,NA,NA,"Lynx lynx",0.34,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"455",68,NA,1260,"Vitebsk region",2003,NA,NA,"Lynx lynx",0.255,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"456",68,NA,1260,"Vitebsk region",2004,NA,NA,"Lynx lynx",0.29,"Relative abundance",222,"Belarus",56.20833333,29.41666667
"457",68,NA,1274,"Donana",2002,NA,NA,"Lynx pardinus",34,"Relative abundance",223,"Spain",36.7401328,-3.9515718
"458",68,NA,1274,"Donana",2004,NA,NA,"Lynx pardinus",38,"Relative abundance",223,"Spain",36.7401328,-3.9515718
"459",68,NA,1274,"Donana",2006,NA,NA,"Lynx pardinus",40,"Relative abundance",223,"Spain",36.7401328,-3.9515718
"460",68,NA,1274,"Donana",2007,NA,NA,"Lynx pardinus",41,"Relative abundance",223,"Spain",36.7401328,-3.9515718
"461",68,NA,1274,"Donana",2008,NA,NA,"Lynx pardinus",49,"Relative abundance",223,"Spain",36.7401328,-3.9515718
"462",68,NA,1274,"Donana",2009,NA,NA,"Lynx pardinus",61,"Relative abundance",223,"Spain",36.7401328,-3.9515718
"463",68,NA,1274,"Donana",2010,NA,NA,"Lynx pardinus",73,"Relative abundance",223,"Spain",36.7401328,-3.9515718
"464",68,NA,1275,"Sierra Morena",2002,NA,NA,"Lynx pardinus",59,"Relative abundance",224,"Spain",39.5603408,-3.4260443
"465",68,NA,1275,"Sierra Morena",2003,NA,NA,"Lynx pardinus",61,"Relative abundance",224,"Spain",39.5603408,-3.4260443
"466",68,NA,1275,"Sierra Morena",2004,NA,NA,"Lynx pardinus",78,"Relative abundance",224,"Spain",39.5603408,-3.4260443
"467",68,NA,1275,"Sierra Morena",2005,NA,NA,"Lynx pardinus",86,"Relative abundance",224,"Spain",39.5603408,-3.4260443
"468",68,NA,1275,"Sierra Morena",2006,NA,NA,"Lynx pardinus",134,"Relative abundance",224,"Spain",39.5603408,-3.4260443
"469",68,NA,1275,"Sierra Morena",2007,NA,NA,"Lynx pardinus",119,"Relative abundance",224,"Spain",39.5603408,-3.4260443
"470",68,NA,1275,"Sierra Morena",2008,NA,NA,"Lynx pardinus",159,"Relative abundance",224,"Spain",39.5603408,-3.4260443
"471",68,NA,1275,"Sierra Morena",2009,NA,NA,"Lynx pardinus",166,"Relative abundance",224,"Spain",39.5603408,-3.4260443
"472",68,NA,1275,"Sierra Morena",2010,NA,NA,"Lynx pardinus",179,"Relative abundance",224,"Spain",39.5603408,-3.4260443
"473",68,NA,1278,"Santa Cruz",2004,NA,NA,"Urocyon littoralis",195,"Relative abundance",227,"United States",33.247581,-117.310219
"474",68,NA,1278,"Santa Cruz",2005,NA,NA,"Urocyon littoralis",205,"Relative abundance",227,"United States",33.247581,-117.310219
"475",68,NA,1278,"Santa Cruz",2006,NA,NA,"Urocyon littoralis",300,"Relative abundance",227,"United States",33.247581,-117.310219
"476",68,NA,1278,"Santa Cruz",2007,NA,NA,"Urocyon littoralis",405,"Relative abundance",227,"United States",33.247581,-117.310219
"477",68,NA,1278,"Santa Cruz",2008,NA,NA,"Urocyon littoralis",630,"Relative abundance",227,"United States",33.247581,-117.310219
"478",68,NA,1278,"Santa Cruz",2009,NA,NA,"Urocyon littoralis",825,"Relative abundance",227,"United States",33.247581,-117.310219
"479",68,NA,1278,"Santa Cruz",2010,NA,NA,"Urocyon littoralis",910,"Relative abundance",227,"United States",33.247581,-117.310219
"480",68,NA,1278,"Santa Cruz",2011,NA,NA,"Urocyon littoralis",840,"Relative abundance",227,"United States",33.247581,-117.310219
"481",68,NA,1279,"San Miguel",2004,NA,NA,"Urocyon littoralis",8,"Relative abundance",228,"United States",35.7524679,-120.6962826
"482",68,NA,1279,"San Miguel",2005,NA,NA,"Urocyon littoralis",40,"Relative abundance",228,"United States",35.7524679,-120.6962826
"483",68,NA,1279,"San Miguel",2006,NA,NA,"Urocyon littoralis",90,"Relative abundance",228,"United States",35.7524679,-120.6962826
"484",68,NA,1279,"San Miguel",2007,NA,NA,"Urocyon littoralis",185,"Relative abundance",228,"United States",35.7524679,-120.6962826
"485",68,NA,1279,"San Miguel",2008,NA,NA,"Urocyon littoralis",170,"Relative abundance",228,"United States",35.7524679,-120.6962826
"486",68,NA,1279,"San Miguel",2009,NA,NA,"Urocyon littoralis",258,"Relative abundance",228,"United States",35.7524679,-120.6962826
"487",68,NA,1279,"San Miguel",2010,NA,NA,"Urocyon littoralis",318,"Relative abundance",228,"United States",35.7524679,-120.6962826
"488",68,NA,1279,"San Miguel",2011,NA,NA,"Urocyon littoralis",395,"Relative abundance",228,"United States",35.7524679,-120.6962826
"489",68,NA,1280,"Santa Rosa",2004,NA,NA,"Urocyon littoralis",10,"Relative abundance",229,"United States",18.3315216,-66.7444003
"490",68,NA,1280,"Santa Rosa",2005,NA,NA,"Urocyon littoralis",38,"Relative abundance",229,"United States",18.3315216,-66.7444003
"491",68,NA,1280,"Santa Rosa",2006,NA,NA,"Urocyon littoralis",22,"Relative abundance",229,"United States",18.3315216,-66.7444003
"492",68,NA,1280,"Santa Rosa",2007,NA,NA,"Urocyon littoralis",46,"Relative abundance",229,"United States",18.3315216,-66.7444003
"493",68,NA,1280,"Santa Rosa",2008,NA,NA,"Urocyon littoralis",70,"Relative abundance",229,"United States",18.3315216,-66.7444003
"494",68,NA,1280,"Santa Rosa",2009,NA,NA,"Urocyon littoralis",186,"Relative abundance",229,"United States",18.3315216,-66.7444003
"495",68,NA,1280,"Santa Rosa",2010,NA,NA,"Urocyon littoralis",170,"Relative abundance",229,"United States",18.3315216,-66.7444003
"496",68,NA,1280,"Santa Rosa",2011,NA,NA,"Urocyon littoralis",280,"Relative abundance",229,"United States",18.3315216,-66.7444003
"497",68,NA,1285,"Dry Lakebed, San Miguel Island",1993,NA,NA,"Urocyon littoralis",54,"Relative abundance",232,"United States",34.03972,-120.37543
"498",68,NA,1285,"Dry Lakebed, San Miguel Island",1994,NA,NA,"Urocyon littoralis",21,"Relative abundance",232,"United States",34.03972,-120.37543
"499",68,NA,1285,"Dry Lakebed, San Miguel Island",1995,NA,NA,"Urocyon littoralis",2,"Relative abundance",232,"United States",34.03972,-120.37543
"500",68,NA,1285,"Dry Lakebed, San Miguel Island",1996,NA,NA,"Urocyon littoralis",0,"Relative abundance",232,"United States",34.03972,-120.37543
"501",68,NA,1285,"Dry Lakebed, San Miguel Island",1997,NA,NA,"Urocyon littoralis",0,"Relative abundance",232,"United States",34.03972,-120.37543
"502",68,NA,1286,"Willow Canyon, San Miguel Island",1993,NA,NA,"Urocyon littoralis",28,"Relative abundance",233,"United States",33.601679,-116.911984
"503",68,NA,1286,"Willow Canyon, San Miguel Island",1994,NA,NA,"Urocyon littoralis",34,"Relative abundance",233,"United States",33.601679,-116.911984
"504",68,NA,1286,"Willow Canyon, San Miguel Island",1995,NA,NA,"Urocyon littoralis",34,"Relative abundance",233,"United States",33.601679,-116.911984
"505",68,NA,1286,"Willow Canyon, San Miguel Island",1996,NA,NA,"Urocyon littoralis",17,"Relative abundance",233,"United States",33.601679,-116.911984
"506",68,NA,1286,"Willow Canyon, San Miguel Island",1997,NA,NA,"Urocyon littoralis",12,"Relative abundance",233,"United States",33.601679,-116.911984
"507",68,NA,1286,"Willow Canyon, San Miguel Island",1998,NA,NA,"Urocyon littoralis",5,"Relative abundance",233,"United States",33.601679,-116.911984
"508",68,NA,1287,"San Miguel Hill, San Miguel Island",1993,NA,NA,"Urocyon littoralis",27,"Relative abundance",234,"United States",34.03972,-120.37543
"509",68,NA,1287,"San Miguel Hill, San Miguel Island",1994,NA,NA,"Urocyon littoralis",27,"Relative abundance",234,"United States",34.03972,-120.37543
"510",68,NA,1287,"San Miguel Hill, San Miguel Island",1995,NA,NA,"Urocyon littoralis",23,"Relative abundance",234,"United States",34.03972,-120.37543
"511",68,NA,1287,"San Miguel Hill, San Miguel Island",1996,NA,NA,"Urocyon littoralis",8,"Relative abundance",234,"United States",34.03972,-120.37543
"512",68,NA,1287,"San Miguel Hill, San Miguel Island",1997,NA,NA,"Urocyon littoralis",16,"Relative abundance",234,"United States",34.03972,-120.37543
"513",68,NA,1287,"San Miguel Hill, San Miguel Island",1998,NA,NA,"Urocyon littoralis",0,"Relative abundance",234,"United States",34.03972,-120.37543
"514",68,NA,1328,"Neechanz- Genesee, British Columbia",1998,NA,NA,"Ursus arctos",28,"Relative abundance",260,"Canada",51.55,-126.66
"515",68,NA,1328,"Neechanz- Genesee, British Columbia",1999,NA,NA,"Ursus arctos",11,"Relative abundance",260,"Canada",51.55,-126.66
"516",68,NA,1328,"Neechanz- Genesee, British Columbia",2000,NA,NA,"Ursus arctos",16,"Relative abundance",260,"Canada",51.55,-126.66
"517",68,NA,1328,"Neechanz- Genesee, British Columbia",2001,NA,NA,"Ursus arctos",15,"Relative abundance",260,"Canada",51.55,-126.66
"518",68,NA,1328,"Neechanz- Genesee, British Columbia",2002,NA,NA,"Ursus arctos",20,"Relative abundance",260,"Canada",51.55,-126.66
"519",68,NA,1329,"Chuckwalla- Ambach",1998,NA,NA,"Ursus arctos",36,"Relative abundance",261,"Canada",51.79,-127.3
"520",68,NA,1329,"Chuckwalla- Ambach",1999,NA,NA,"Ursus arctos",20,"Relative abundance",261,"Canada",51.79,-127.3
"521",68,NA,1329,"Chuckwalla- Ambach",2000,NA,NA,"Ursus arctos",6,"Relative abundance",261,"Canada",51.79,-127.3
"522",68,NA,1329,"Chuckwalla- Ambach",2001,NA,NA,"Ursus arctos",51,"Relative abundance",261,"Canada",51.79,-127.3
"523",68,NA,1329,"Chuckwalla- Ambach",2002,NA,NA,"Ursus arctos",42,"Relative abundance",261,"Canada",51.79,-127.3
"524",68,NA,1355,"Latvia",1923,NA,NA,"Vulpes vulpes",8606,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"525",68,NA,1355,"Latvia",1924,NA,NA,"Vulpes vulpes",7953,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"526",68,NA,1355,"Latvia",1925,NA,NA,"Vulpes vulpes",9420,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"527",68,NA,1355,"Latvia",1926,NA,NA,"Vulpes vulpes",10909,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"528",68,NA,1355,"Latvia",1927,NA,NA,"Vulpes vulpes",11046,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"529",68,NA,1355,"Latvia",1928,NA,NA,"Vulpes vulpes",10620,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"530",68,NA,1355,"Latvia",1929,NA,NA,"Vulpes vulpes",10103,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"531",68,NA,1355,"Latvia",1930,NA,NA,"Vulpes vulpes",8616,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"532",68,NA,1355,"Latvia",1931,NA,NA,"Vulpes vulpes",8911,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"533",68,NA,1355,"Latvia",1932,NA,NA,"Vulpes vulpes",9364,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"534",68,NA,1355,"Latvia",1933,NA,NA,"Vulpes vulpes",9771,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"535",68,NA,1355,"Latvia",1934,NA,NA,"Vulpes vulpes",10111,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"536",68,NA,1355,"Latvia",1935,NA,NA,"Vulpes vulpes",11172,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"537",68,NA,1355,"Latvia",1936,NA,NA,"Vulpes vulpes",12233,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"538",68,NA,1355,"Latvia",1937,NA,NA,"Vulpes vulpes",13295,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"539",68,NA,1355,"Latvia",1938,NA,NA,"Vulpes vulpes",14243,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"540",68,NA,1355,"Latvia",1939,NA,NA,"Vulpes vulpes",13997,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"541",68,NA,1355,"Latvia",1947,NA,NA,"Vulpes vulpes",10607,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"542",68,NA,1355,"Latvia",1950,NA,NA,"Vulpes vulpes",9597,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"543",68,NA,1355,"Latvia",1955,NA,NA,"Vulpes vulpes",12401,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"544",68,NA,1355,"Latvia",1958,NA,NA,"Vulpes vulpes",9971,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"545",68,NA,1355,"Latvia",1959,NA,NA,"Vulpes vulpes",11527,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"546",68,NA,1355,"Latvia",1960,NA,NA,"Vulpes vulpes",14550,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"547",68,NA,1355,"Latvia",1961,NA,NA,"Vulpes vulpes",12657,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"548",68,NA,1355,"Latvia",1962,NA,NA,"Vulpes vulpes",12343,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"549",68,NA,1355,"Latvia",1963,NA,NA,"Vulpes vulpes",13224,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"550",68,NA,1355,"Latvia",1964,NA,NA,"Vulpes vulpes",13429,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"551",68,NA,1355,"Latvia",1965,NA,NA,"Vulpes vulpes",13769,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"552",68,NA,1355,"Latvia",1966,NA,NA,"Vulpes vulpes",14334,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"553",68,NA,1355,"Latvia",1967,NA,NA,"Vulpes vulpes",14741,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"554",68,NA,1355,"Latvia",1968,NA,NA,"Vulpes vulpes",15442,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"555",68,NA,1355,"Latvia",1969,NA,NA,"Vulpes vulpes",13978,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"556",68,NA,1355,"Latvia",1970,NA,NA,"Vulpes vulpes",12131,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"557",68,NA,1355,"Latvia",1971,NA,NA,"Vulpes vulpes",12155,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"558",68,NA,1355,"Latvia",1972,NA,NA,"Vulpes vulpes",11842,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"559",68,NA,1355,"Latvia",1973,NA,NA,"Vulpes vulpes",11505,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"560",68,NA,1355,"Latvia",1974,NA,NA,"Vulpes vulpes",11416,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"561",68,NA,1355,"Latvia",1975,NA,NA,"Vulpes vulpes",11215,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"562",68,NA,1355,"Latvia",1976,NA,NA,"Vulpes vulpes",10179,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"563",68,NA,1355,"Latvia",1977,NA,NA,"Vulpes vulpes",9708,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"564",68,NA,1355,"Latvia",1978,NA,NA,"Vulpes vulpes",9800,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"565",68,NA,1355,"Latvia",1979,NA,NA,"Vulpes vulpes",9531,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"566",68,NA,1355,"Latvia",1980,NA,NA,"Vulpes vulpes",9307,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"567",68,NA,1355,"Latvia",1981,NA,NA,"Vulpes vulpes",9015,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"568",68,NA,1355,"Latvia",1982,NA,NA,"Vulpes vulpes",9040,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"569",68,NA,1355,"Latvia",1983,NA,NA,"Vulpes vulpes",9424,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"570",68,NA,1355,"Latvia",1984,NA,NA,"Vulpes vulpes",9854,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"571",68,NA,1355,"Latvia",1985,NA,NA,"Vulpes vulpes",9946,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"572",68,NA,1355,"Latvia",1986,NA,NA,"Vulpes vulpes",10985,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"573",68,NA,1355,"Latvia",1987,NA,NA,"Vulpes vulpes",11482,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"574",68,NA,1355,"Latvia",1988,NA,NA,"Vulpes vulpes",11710,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"575",68,NA,1355,"Latvia",1989,NA,NA,"Vulpes vulpes",11937,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"576",68,NA,1355,"Latvia",1990,NA,NA,"Vulpes vulpes",11916,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"577",68,NA,1355,"Latvia",1991,NA,NA,"Vulpes vulpes",12819,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"578",68,NA,1355,"Latvia",1992,NA,NA,"Vulpes vulpes",14557,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"579",68,NA,1355,"Latvia",1993,NA,NA,"Vulpes vulpes",16227,"Relative abundance",274,"Latvia",55.6806895,26.6303595
"580",68,NA,1356,"Latvia",1953,NA,NA,"Nyctereutes procyonoides",167,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"581",68,NA,1356,"Latvia",1954,NA,NA,"Nyctereutes procyonoides",151,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"582",68,NA,1356,"Latvia",1955,NA,NA,"Nyctereutes procyonoides",421,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"583",68,NA,1356,"Latvia",1956,NA,NA,"Nyctereutes procyonoides",254,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"584",68,NA,1356,"Latvia",1957,NA,NA,"Nyctereutes procyonoides",389,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"585",68,NA,1356,"Latvia",1958,NA,NA,"Nyctereutes procyonoides",1497,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"586",68,NA,1356,"Latvia",1959,NA,NA,"Nyctereutes procyonoides",3109,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"587",68,NA,1356,"Latvia",1960,NA,NA,"Nyctereutes procyonoides",4352,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"588",68,NA,1356,"Latvia",1961,NA,NA,"Nyctereutes procyonoides",7106,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"589",68,NA,1356,"Latvia",1962,NA,NA,"Nyctereutes procyonoides",8399,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"590",68,NA,1356,"Latvia",1963,NA,NA,"Nyctereutes procyonoides",9826,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"591",68,NA,1356,"Latvia",1964,NA,NA,"Nyctereutes procyonoides",11488,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"592",68,NA,1356,"Latvia",1965,NA,NA,"Nyctereutes procyonoides",12748,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"593",68,NA,1356,"Latvia",1966,NA,NA,"Nyctereutes procyonoides",12917,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"594",68,NA,1356,"Latvia",1967,NA,NA,"Nyctereutes procyonoides",12297,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"595",68,NA,1356,"Latvia",1968,NA,NA,"Nyctereutes procyonoides",12667,"Relative abundance",275,"Latvia",55.6806895,26.6303595
"596",68,NA,1356,"Latvia",1969,NA,NA,"Nyctereutes procyonoides",12248,"Relative abundance",275,"Latvia",55.6806895,26.6303595
